circuit,mode,lambda,coverage_proxy_mode,segment_window,ratio,k,coverage_proxy,coverage_loss,toggles,activity,max_stress,stress_variance,stress_imbalance,max_segment_stress,segment_variance,hotspot_count,tradeoff_score,pareto_cov_maxstress,pareto_cov_activity,selection_time_ms,simulation_time_ms
s38584,combined_wear_leveling,0.750000,combined,16,0.650000,927,0.827332,0.172668,56533232,0.494644,0.499818,0.000004,0.010459,0.499464,0.000004,65,-0.172488,0,0,7703.751,169.377
s38584,combined_wear_leveling,0.750000,combined,16,0.700000,998,0.868900,0.131100,65393863,0.493656,0.496851,0.000002,0.006472,0.496522,0.000002,174,-0.123118,1,1,8552.625,247.930
s38584,combined_wear_leveling,0.750000,combined,16,0.750000,1070,0.911053,0.088947,75507078,0.495871,0.499157,0.000003,0.006627,0.498850,0.000003,103,-0.086820,1,0,9298.993,232.714
s38584,combined_wear_leveling,0.750000,combined,16,0.800000,1141,0.949902,0.050098,85859162,0.495865,0.499358,0.000003,0.007043,0.499108,0.000003,45,-0.048216,1,1,9840.659,323.613
s38584,combined_wear_leveling,0.750000,combined,16,0.850000,1212,0.984862,0.015138,96996250,0.496476,0.501098,0.000004,0.009310,0.500855,0.000004,39,-0.017832,0,0,10435.294,294.348
s38584,combined_wear_leveling,0.750000,combined,16,0.900000,1283,0.994020,0.005980,108778367,0.496864,0.503349,0.000006,0.013052,0.503120,0.000006,61,-0.014306,0,0,10848.115,407.651
s38584,combined_wear_leveling,0.750000,combined,16,0.950000,1355,0.997031,0.002969,121227192,0.496443,0.500641,0.000004,0.008455,0.500423,0.000004,274,-0.004578,1,1,11109.106,357.736
s38584,combined_wear_leveling,0.750000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.006596,1,1,11218.886,396.233
s38584,combined_wear_leveling,1.000000,combined,16,0.050000,71,0.169824,0.830176,318373,0.474863,0.494970,0.000170,0.042343,0.491991,0.000123,12,-1.048784,0,1,52.668,1.993
s38584,combined_wear_leveling,1.000000,combined,16,0.100000,143,0.251620,0.748380,1296848,0.476832,0.490667,0.000071,0.029015,0.489182,0.000061,26,-0.818720,1,1,227.104,5.109
s38584,combined_wear_leveling,1.000000,combined,16,0.150000,214,0.320328,0.679672,2942036,0.483024,0.492692,0.000040,0.020015,0.490966,0.000036,37,-0.713411,0,0,506.448,10.559
s38584,combined_wear_leveling,1.000000,combined,16,0.200000,285,0.384143,0.615857,5227890,0.483933,0.492521,0.000041,0.017746,0.491459,0.000037,69,-0.651363,1,0,891.146,17.677
s38584,combined_wear_leveling,1.000000,combined,16,0.250000,357,0.443775,0.556225,8173875,0.482214,0.493987,0.000039,0.024414,0.492814,0.000035,87,-0.588157,1,1,1400.659,27.132
s38584,combined_wear_leveling,1.000000,combined,16,0.300000,428,0.496968,0.503032,11872221,0.487296,0.497558,0.000027,0.021059,0.496981,0.000025,101,-0.526051,0,1,2033.065,38.243
s38584,combined_wear_leveling,1.000000,combined,16,0.350000,499,0.547443,0.452557,16221867,0.489833,0.496889,0.000009,0.014404,0.496393,0.000008,110,-0.451788,0,1,2701.193,58.135
s38584,combined_wear_leveling,1.000000,combined,16,0.400000,570,0.597917,0.402083,21279761,0.492454,0.499499,0.000011,0.014306,0.499065,0.000010,115,-0.408422,0,0,3479.453,68.412
s38584,combined_wear_leveling,1.000000,combined,16,0.450000,642,0.646594,0.353406,26974224,0.492070,0.496932,0.000004,0.009879,0.496295,0.000003,66,-0.346722,0,1,4307.004,85.577
s38584,combined_wear_leveling,1.000000,combined,16,0.500000,713,0.693472,0.306528,33412134,0.494167,0.498508,0.000003,0.008785,0.498140,0.000002,77,-0.302031,0,0,5137.255,105.665
s38584,combined_wear_leveling,1.000000,combined,16,0.550000,784,0.738009,0.261991,40355256,0.493647,0.497286,0.000002,0.007372,0.496951,0.000002,72,-0.254503,0,0,5982.910,125.334
s38584,combined_wear_leveling,1.000000,combined,16,0.600000,856,0.783172,0.216828,48098054,0.493547,0.497497,0.000004,0.008003,0.497190,0.000004,65,-0.212365,0,1,6840.201,152.094
s38584,combined_wear_leveling,1.000000,combined,16,0.650000,927,0.827332,0.172668,56533232,0.494644,0.499818,0.000004,0.010459,0.499464,0.000004,65,-0.172488,0,0,7730.143,173.041
s38584,combined_wear_leveling,1.000000,combined,16,0.700000,998,0.868900,0.131100,65393863,0.493656,0.496851,0.000002,0.006472,0.496522,0.000002,174,-0.123118,1,1,8530.861,247.862
s38584,combined_wear_leveling,1.000000,combined,16,0.750000,1070,0.911053,0.088947,75507078,0.495871,0.499157,0.000003,0.006627,0.498850,0.000003,103,-0.086820,1,0,9269.782,230.059
s38584,combined_wear_leveling,1.000000,combined,16,0.800000,1141,0.949902,0.050098,85859162,0.495865,0.499358,0.000003,0.007043,0.499108,0.000003,45,-0.048216,1,1,9867.353,333.534
s38584,combined_wear_leveling,1.000000,combined,16,0.850000,1212,0.984862,0.015138,96996250,0.496476,0.501098,0.000004,0.009310,0.500855,0.000004,39,-0.017832,0,0,10486.800,296.783
s38584,combined_wear_leveling,1.000000,combined,16,0.900000,1283,0.994020,0.005980,108778367,0.496864,0.503349,0.000006,0.013052,0.503120,0.000006,61,-0.014306,0,0,10907.033,411.436
s38584,combined_wear_leveling,1.000000,combined,16,0.950000,1355,0.997031,0.002969,121227192,0.496443,0.500641,0.000004,0.008455,0.500423,0.000004,274,-0.004578,1,1,11125.309,367.423
s38584,combined_wear_leveling,1.000000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.006596,1,1,11277.410,407.943
s38584,co_wear,0.000000,combined,16,0.050000,71,0.169824,0.830176,318373,0.474863,0.494970,0.000170,0.042343,0.491991,0.000123,12,-1.048784,0,1,0.057,2.242
s38584,co_wear,0.000000,combined,16,0.100000,143,0.251620,0.748380,1299369,0.477759,0.490509,0.000053,0.026688,0.488978,0.000044,27,-0.792803,1,1,0.040,5.111
s38584,co_wear,0.000000,combined,16,0.150000,214,0.320328,0.679672,2942036,0.483024,0.492692,0.000040,0.020015,0.490966,0.000036,37,-0.713411,0,0,0.041,10.392
s38584,co_wear,0.000000,combined,16,0.200000,285,0.384143,0.615857,5225363,0.483699,0.491940,0.000037,0.017038,0.490879,0.000034,68,-0.644969,1,0,0.051,17.752
s38584,co_wear,0.000000,combined,16,0.250000,357,0.443775,0.556225,8173875,0.482214,0.493987,0.000039,0.024414,0.492814,0.000035,87,-0.588157,1,1,0.051,27.561
s38584,co_wear,0.000000,combined,16,0.300000,428,0.496968,0.503032,11850234,0.486393,0.496645,0.000027,0.021076,0.495689,0.000025,101,-0.524436,1,1,0.056,38.661
s38584,co_wear,0.000000,combined,16,0.350000,499,0.547443,0.452557,16217032,0.489687,0.496678,0.000009,0.014275,0.495858,0.000009,103,-0.451726,1,1,0.055,52.552
s38584,co_wear,0.000000,combined,16,0.400000,570,0.597917,0.402083,21294544,0.492796,0.499420,0.000009,0.013441,0.498702,0.000008,117,-0.405695,0,0,0.058,67.944
s38584,co_wear,0.000000,combined,16,0.450000,642,0.646594,0.353406,26987300,0.492309,0.497096,0.000004,0.009723,0.496687,0.000003,67,-0.346968,0,1,0.061,85.180
s38584,co_wear,0.000000,combined,16,0.500000,713,0.693472,0.306528,33396819,0.493940,0.499056,0.000003,0.010357,0.498596,0.000002,59,-0.302367,0,0,0.061,104.742
s38584,co_wear,0.000000,combined,16,0.550000,784,0.738009,0.261991,40379233,0.493940,0.498820,0.000003,0.009880,0.498402,0.000002,79,-0.257292,0,0,0.062,124.573
s38584,co_wear,0.000000,combined,16,0.600000,856,0.783172,0.216828,48088018,0.493444,0.498199,0.000003,0.009637,0.497816,0.000003,70,-0.212340,0,0,0.063,148.125
s38584,co_wear,0.000000,combined,16,0.650000,927,0.827332,0.172668,56512690,0.494464,0.500126,0.000005,0.011450,0.499818,0.000004,65,-0.173053,0,0,0.067,174.416
s38584,co_wear,0.000000,combined,16,0.700000,998,0.868900,0.131100,65335757,0.493217,0.496730,0.000002,0.007123,0.496444,0.000002,122,-0.123362,1,1,0.067,200.351
s38584,co_wear,0.000000,combined,16,0.750000,1070,0.911053,0.088947,75479316,0.495688,0.499016,0.000003,0.006714,0.498750,0.000003,96,-0.086447,1,1,0.067,230.116
s38584,co_wear,0.000000,combined,16,0.800000,1141,0.949902,0.050098,85902679,0.496117,0.499753,0.000003,0.007329,0.499495,0.000003,43,-0.048830,1,1,0.070,261.381
s38584,co_wear,0.000000,combined,16,0.850000,1212,0.984862,0.015138,96996250,0.496476,0.501098,0.000004,0.009310,0.500855,0.000004,39,-0.017832,0,0,0.074,295.327
s38584,co_wear,0.000000,combined,16,0.900000,1283,0.994020,0.005980,108778367,0.496864,0.503349,0.000006,0.013052,0.503120,0.000006,61,-0.014306,0,0,0.073,329.916
s38584,co_wear,0.000000,combined,16,0.950000,1355,0.997031,0.002969,121227192,0.496443,0.500641,0.000004,0.008455,0.500423,0.000004,274,-0.004578,1,1,0.077,366.739
s38584,co_wear,0.000000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.006596,1,1,0.078,411.773
s38584,co_wear,0.250000,combined,16,0.050000,71,0.129720,0.870280,327080,0.487849,0.503865,0.000033,0.032830,0.494526,0.000013,6,-1.063844,0,1,0.066,2.239
s38584,co_wear,0.250000,combined,16,0.100000,143,0.181533,0.818467,1342193,0.493505,0.507493,0.000025,0.028344,0.502734,0.000015,16,-0.969290,0,1,0.048,5.525
s38584,co_wear,0.250000,combined,16,0.150000,214,0.232551,0.767449,3038872,0.498923,0.508081,0.000019,0.018356,0.504818,0.000014,41,-0.879199,0,0,0.048,11.271
s38584,co_wear,0.250000,combined,16,0.200000,285,0.274662,0.725338,5454859,0.504943,0.513679,0.000012,0.017301,0.510685,0.000010,35,-0.806826,0,0,0.061,19.141
s38584,co_wear,0.250000,combined,16,0.250000,357,0.331284,0.668716,8575467,0.505906,0.516396,0.000025,0.020735,0.514469,0.000023,87,-0.842203,0,0,0.061,29.138
s38584,co_wear,0.250000,combined,16,0.300000,428,0.395852,0.604148,12309451,0.505242,0.512438,0.000022,0.014242,0.512173,0.000020,95,-0.747284,0,0,0.063,41.184
s38584,co_wear,0.250000,combined,16,0.350000,499,0.453352,0.546648,16607623,0.501481,0.512197,0.000035,0.021369,0.511739,0.000033,109,-0.778462,0,0,0.066,55.745
s38584,co_wear,0.250000,combined,16,0.400000,570,0.503952,0.496048,21526056,0.498153,0.508680,0.000037,0.021130,0.507905,0.000035,144,-0.730915,0,0,0.067,71.750
s38584,co_wear,0.250000,combined,16,0.450000,642,0.553590,0.446410,27315930,0.498304,0.505715,0.000026,0.014873,0.504928,0.000025,192,-0.604164,0,0,0.069,90.519
s38584,co_wear,0.250000,combined,16,0.500000,713,0.603019,0.396981,33680804,0.498140,0.505752,0.000030,0.015281,0.505448,0.000030,224,-0.585766,0,0,0.073,111.094
s38584,co_wear,0.250000,combined,16,0.550000,784,0.655919,0.344081,40718268,0.498087,0.504076,0.000023,0.012023,0.503891,0.000023,171,-0.483163,0,0,0.074,125.978
s38584,co_wear,0.250000,combined,16,0.600000,856,0.702379,0.297621,48558796,0.498275,0.503961,0.000019,0.011413,0.503611,0.000018,123,-0.406384,0,0,0.070,149.191
s38584,co_wear,0.250000,combined,16,0.650000,927,0.745954,0.254046,56891240,0.497776,0.503054,0.000018,0.010602,0.502802,0.000017,99,-0.353724,0,0,0.076,174.421
s38584,co_wear,0.250000,combined,16,0.700000,998,0.786267,0.213733,65960029,0.497930,0.501725,0.000012,0.007622,0.501616,0.000011,59,-0.270995,0,0,0.071,201.234
s38584,co_wear,0.250000,combined,16,0.750000,1070,0.832936,0.167064,75704976,0.497170,0.501686,0.000013,0.009084,0.501170,0.000013,34,-0.233780,1,1,0.076,230.873
s38584,co_wear,0.250000,combined,16,0.800000,1141,0.869611,0.130389,86330183,0.498586,0.502672,0.000010,0.008196,0.502183,0.000009,38,-0.174566,0,0,0.079,262.017
s38584,co_wear,0.250000,combined,16,0.850000,1212,0.905658,0.094342,97527862,0.499197,0.502537,0.000006,0.006692,0.502386,0.000006,74,-0.118225,0,0,0.081,295.433
s38584,co_wear,0.250000,combined,16,0.900000,1283,0.945260,0.054740,109222180,0.498891,0.502833,0.000008,0.007902,0.502432,0.000008,64,-0.091391,0,0,0.084,329.429
s38584,co_wear,0.250000,combined,16,0.950000,1355,0.983482,0.016518,121711859,0.498428,0.502067,0.000006,0.007300,0.501473,0.000006,219,-0.035346,1,0,0.087,367.082
s38584,co_wear,0.250000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.014210,1,1,0.088,407.169
s38584,co_wear,0.500000,combined,16,0.050000,71,0.115502,0.884498,333236,0.497031,0.510007,0.000043,0.026108,0.502290,0.000016,5,-1.114896,0,1,0.059,2.045
s38584,co_wear,0.500000,combined,16,0.100000,143,0.173755,0.826245,1354721,0.498111,0.507387,0.000021,0.018623,0.502770,0.000013,20,-0.930041,0,0,0.042,5.156
s38584,co_wear,0.500000,combined,16,0.150000,214,0.214319,0.785681,3077266,0.505226,0.513175,0.000014,0.015734,0.509921,0.000010,26,-0.860750,0,0,0.042,10.572
s38584,co_wear,0.500000,combined,16,0.200000,285,0.258771,0.741229,5472917,0.506614,0.517188,0.000023,0.020871,0.515145,0.000019,54,-0.869894,0,0,0.054,18.490
s38584,co_wear,0.500000,combined,16,0.250000,357,0.312591,0.687409,8615447,0.508264,0.518881,0.000025,0.020888,0.517244,0.000022,83,-0.832184,0,0,0.054,28.083
s38584,co_wear,0.500000,combined,16,0.300000,428,0.370844,0.629156,12346200,0.506750,0.516461,0.000025,0.019162,0.514918,0.000023,96,-0.772112,0,0,0.055,39.207
s38584,co_wear,0.500000,combined,16,0.350000,499,0.421988,0.578012,16692478,0.504044,0.513177,0.000025,0.018120,0.512296,0.000023,113,-0.715812,0,0,0.059,51.642
s38584,co_wear,0.500000,combined,16,0.400000,570,0.475306,0.524694,21598035,0.499819,0.509524,0.000032,0.019416,0.508969,0.000030,146,-0.692639,0,0,0.060,66.921
s38584,co_wear,0.500000,combined,16,0.450000,642,0.526910,0.473090,27434998,0.500476,0.506945,0.000024,0.012926,0.506676,0.000023,180,-0.591477,0,0,0.060,84.627
s38584,co_wear,0.500000,combined,16,0.500000,713,0.576130,0.423870,33755985,0.499252,0.504614,0.000017,0.010739,0.504360,0.000016,122,-0.499963,0,0,0.064,104.209
s38584,co_wear,0.500000,combined,16,0.550000,784,0.625392,0.374608,40765086,0.498660,0.504258,0.000020,0.011226,0.504085,0.000019,131,-0.466191,0,0,0.065,124.718
s38584,co_wear,0.500000,combined,16,0.600000,856,0.673734,0.326266,48569734,0.498387,0.503109,0.000016,0.009476,0.502983,0.000016,94,-0.395341,0,0,0.069,147.469
s38584,co_wear,0.500000,combined,16,0.650000,927,0.715678,0.284322,56874803,0.497633,0.501724,0.000013,0.008221,0.501493,0.000012,76,-0.331971,0,0,0.069,173.113
s38584,co_wear,0.500000,combined,16,0.700000,998,0.760381,0.239619,65909965,0.497552,0.501288,0.000012,0.007510,0.501134,0.000011,13,-0.280591,1,1,0.072,200.644
s38584,co_wear,0.500000,combined,16,0.750000,1070,0.793752,0.206248,75974125,0.498938,0.502663,0.000007,0.007466,0.502149,0.000007,56,-0.224874,0,0,0.073,229.781
s38584,co_wear,0.500000,combined,16,0.800000,1141,0.840672,0.159328,86225145,0.497979,0.502119,0.000009,0.008313,0.501612,0.000008,35,-0.184377,0,0,0.076,262.797
s38584,co_wear,0.500000,combined,16,0.850000,1212,0.889809,0.110191,97449874,0.498798,0.502432,0.000008,0.007286,0.502279,0.000007,49,-0.129554,0,0,0.077,292.949
s38584,co_wear,0.500000,combined,16,0.900000,1283,0.935433,0.064567,109093636,0.498304,0.502019,0.000008,0.007455,0.501946,0.000007,63,-0.083878,0,0,0.079,330.622
s38584,co_wear,0.500000,combined,16,0.950000,1355,0.974282,0.025718,121658465,0.498210,0.501695,0.000006,0.006996,0.501205,0.000005,242,-0.032042,1,0,0.079,365.190
s38584,co_wear,0.500000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.004481,1,1,0.083,404.832
s38584,co_wear,0.750000,combined,16,0.050000,71,0.089909,0.910091,338649,0.505105,0.516467,0.000061,0.022495,0.513482,0.000027,12,-1.155889,0,0,0.056,2.014
s38584,co_wear,0.750000,combined,16,0.100000,143,0.146740,0.853260,1372381,0.504604,0.509964,0.000021,0.010621,0.509606,0.000014,30,-0.926396,0,0,0.040,5.083
s38584,co_wear,0.750000,combined,16,0.150000,214,0.204282,0.795718,3089427,0.507223,0.514721,0.000017,0.014784,0.512433,0.000013,33,-0.863218,0,0,0.040,10.323
s38584,co_wear,0.750000,combined,16,0.200000,285,0.258228,0.741772,5477453,0.507034,0.517504,0.000023,0.020650,0.515506,0.000019,54,-0.832565,0,0,0.049,17.781
s38584,co_wear,0.750000,combined,16,0.250000,357,0.305901,0.694099,8605659,0.507687,0.518186,0.000025,0.020680,0.516312,0.000022,82,-0.795760,0,0,0.054,27.984
s38584,co_wear,0.750000,combined,16,0.300000,428,0.360306,0.639694,12359329,0.507289,0.516215,0.000026,0.017594,0.515700,0.000024,94,-0.742980,0,0,0.055,39.773
s38584,co_wear,0.750000,combined,16,0.350000,499,0.413039,0.586961,16701663,0.504321,0.513222,0.000026,0.017649,0.512447,0.000025,115,-0.686996,0,0,0.058,51.374
s38584,co_wear,0.750000,combined,16,0.400000,570,0.465103,0.534897,21657062,0.501185,0.508469,0.000026,0.014532,0.508300,0.000025,153,-0.627023,0,0,0.057,66.383
s38584,co_wear,0.750000,combined,16,0.450000,642,0.512399,0.487601,27444708,0.500653,0.506594,0.000021,0.011865,0.506446,0.000020,201,-0.556056,0,0,0.057,82.794
s38584,co_wear,0.750000,combined,16,0.500000,713,0.565592,0.434408,33771654,0.499484,0.505605,0.000021,0.012254,0.505410,0.000021,170,-0.501443,0,0,0.060,101.363
s38584,co_wear,0.750000,combined,16,0.550000,784,0.613181,0.386819,40736065,0.498305,0.503817,0.000019,0.011061,0.503631,0.000019,117,-0.442327,0,0,0.060,122.513
s38584,co_wear,0.750000,combined,16,0.600000,856,0.664534,0.335466,48574583,0.498437,0.502530,0.000013,0.008212,0.502403,0.000012,76,-0.363183,0,0,0.063,146.164
s38584,co_wear,0.750000,combined,16,0.650000,927,0.705139,0.294861,56876873,0.497651,0.501732,0.000012,0.008201,0.501437,0.000011,16,-0.317165,0,0,0.065,169.763
s38584,co_wear,0.750000,combined,16,0.700000,998,0.741689,0.258311,65987566,0.498138,0.501439,0.000009,0.006627,0.501285,0.000009,13,-0.268840,0,0,0.066,197.063
s38584,co_wear,0.750000,combined,16,0.750000,1070,0.776231,0.223769,75994169,0.499070,0.502277,0.000007,0.006426,0.502129,0.000007,48,-0.227964,0,0,0.070,224.788
s38584,co_wear,0.750000,combined,16,0.800000,1141,0.834065,0.165935,86253059,0.498140,0.502277,0.000009,0.008304,0.501922,0.000008,38,-0.176527,0,0,0.071,255.649
s38584,co_wear,0.750000,combined,16,0.850000,1212,0.884122,0.115878,97404503,0.498565,0.502395,0.000008,0.007680,0.502307,0.000008,57,-0.125590,0,0,0.077,289.089
s38584,co_wear,0.750000,combined,16,0.900000,1283,0.929871,0.070129,109165942,0.498634,0.502212,0.000007,0.007175,0.502066,0.000007,125,-0.074321,0,0,0.072,323.696
s38584,co_wear,0.750000,combined,16,0.950000,1355,0.967800,0.032200,121453795,0.497371,0.501129,0.000006,0.007555,0.500902,0.000006,98,-0.031704,1,1,0.076,358.248
s38584,co_wear,0.750000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,0.003595,1,1,0.078,397.417
s38584,co_wear,1.000000,combined,16,0.050000,71,0.078995,0.921005,339900,0.506971,0.516891,0.000054,0.019568,0.514045,0.000024,13,-1.163305,0,0,0.054,1.889
s38584,co_wear,1.000000,combined,16,0.100000,143,0.127128,0.872872,1372268,0.504563,0.511068,0.000028,0.012893,0.510716,0.000020,30,-0.987478,0,0,0.039,5.105
s38584,co_wear,1.000000,combined,16,0.150000,214,0.179526,0.820474,3123037,0.512741,0.519043,0.000017,0.012291,0.518364,0.000013,33,-0.900935,0,0,0.040,10.481
s38584,co_wear,1.000000,combined,16,0.200000,285,0.251411,0.748589,5489128,0.508115,0.517557,0.000021,0.018583,0.516151,0.000018,55,-0.840963,0,0,0.048,17.804
s38584,co_wear,1.000000,combined,16,0.250000,357,0.298122,0.701878,8626646,0.508925,0.518270,0.000024,0.018363,0.516853,0.000021,84,-0.807091,0,0,0.049,27.163
s38584,co_wear,1.000000,combined,16,0.300000,428,0.357421,0.642579,12353062,0.507032,0.516847,0.000028,0.019358,0.516357,0.000026,88,-0.763859,0,0,0.051,38.803
s38584,co_wear,1.000000,combined,16,0.350000,499,0.406390,0.593610,16703964,0.504390,0.512921,0.000026,0.016912,0.511791,0.000024,116,-0.698021,0,0,0.054,51.585
s38584,co_wear,1.000000,combined,16,0.400000,570,0.457115,0.542885,21701267,0.502208,0.509273,0.000024,0.014068,0.509086,0.000023,154,-0.634109,0,0,0.055,67.920
s38584,co_wear,1.000000,combined,16,0.450000,642,0.506419,0.493581,27469373,0.501103,0.507214,0.000021,0.012196,0.506930,0.000021,195,-0.569824,0,0,0.057,84.435
s38584,co_wear,1.000000,combined,16,0.500000,713,0.558357,0.441643,33797413,0.499865,0.506006,0.000022,0.012284,0.505779,0.000021,166,-0.517681,0,0,0.060,103.415
s38584,co_wear,1.000000,combined,16,0.550000,784,0.609794,0.390206,40721357,0.498125,0.503433,0.000019,0.010656,0.503295,0.000018,114,-0.446324,0,0,0.062,123.884
s38584,co_wear,1.000000,combined,16,0.600000,856,0.657383,0.342617,48603510,0.498733,0.502899,0.000012,0.008352,0.502395,0.000012,45,-0.368600,0,0,0.063,148.952
s38584,co_wear,1.000000,combined,16,0.650000,927,0.701292,0.298708,56866036,0.497556,0.501148,0.000011,0.007219,0.500903,0.000011,17,-0.317082,0,1,0.066,174.219
s38584,co_wear,1.000000,combined,16,0.700000,998,0.736294,0.263706,66029413,0.498454,0.501409,0.000007,0.005929,0.501305,0.000007,34,-0.265547,0,0,0.069,200.578
s38584,co_wear,1.000000,combined,16,0.750000,1070,0.773345,0.226655,75946550,0.498757,0.502052,0.000007,0.006606,0.501855,0.000006,51,-0.227168,0,0,0.068,229.097
s38584,co_wear,1.000000,combined,16,0.800000,1141,0.830176,0.169824,86202199,0.497846,0.501855,0.000008,0.008052,0.501605,0.000008,40,-0.177874,0,0,0.070,271.358
s38584,co_wear,1.000000,combined,16,0.850000,1212,0.882240,0.117760,97370395,0.498391,0.502190,0.000008,0.007623,0.502156,0.000008,65,-0.125411,0,0,0.079,312.180
s38584,co_wear,1.000000,combined,16,0.900000,1283,0.926107,0.073893,108993957,0.497849,0.501726,0.000007,0.007788,0.501525,0.000007,116,-0.074914,0,0,0.081,348.924
s38584,co_wear,1.000000,combined,16,0.950000,1355,0.964789,0.035211,121503007,0.497573,0.501129,0.000006,0.007147,0.501024,0.000006,186,-0.030323,1,1,0.078,374.041
s38584,co_wear,1.000000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,0.006468,1,1,0.079,404.910
s38584,co_wear_leveling,0.000000,combined,16,0.050000,71,0.169824,0.830176,318373,0.474863,0.494970,0.000170,0.042343,0.491991,0.000123,12,-1.048784,0,1,55.098,1.989
s38584,co_wear_leveling,0.000000,combined,16,0.100000,143,0.251620,0.748380,1299369,0.477759,0.490509,0.000053,0.026688,0.488978,0.000044,27,-0.792803,1,1,221.219,4.968
s38584,co_wear_leveling,0.000000,combined,16,0.150000,214,0.320328,0.679672,2942036,0.483024,0.492692,0.000040,0.020015,0.490966,0.000036,37,-0.713411,0,0,501.874,10.205
s38584,co_wear_leveling,0.000000,combined,16,0.200000,285,0.384143,0.615857,5225363,0.483699,0.491940,0.000037,0.017038,0.490879,0.000034,68,-0.644969,1,0,885.378,17.485
s38584,co_wear_leveling,0.000000,combined,16,0.250000,357,0.443775,0.556225,8173875,0.482214,0.493987,0.000039,0.024414,0.492814,0.000035,87,-0.588157,1,1,1394.638,26.555
s38584,co_wear_leveling,0.000000,combined,16,0.300000,428,0.496968,0.503032,11850234,0.486393,0.496645,0.000027,0.021076,0.495689,0.000025,101,-0.524436,1,1,2006.539,39.365
s38584,co_wear_leveling,0.000000,combined,16,0.350000,499,0.547443,0.452557,16217032,0.489687,0.496678,0.000009,0.014275,0.495858,0.000009,103,-0.451726,1,1,2677.185,50.661
s38584,co_wear_leveling,0.000000,combined,16,0.400000,570,0.597917,0.402083,21294544,0.492796,0.499420,0.000009,0.013441,0.498702,0.000008,117,-0.405695,0,0,3426.449,76.481
s38584,co_wear_leveling,0.000000,combined,16,0.450000,642,0.646594,0.353406,26987300,0.492309,0.497096,0.000004,0.009723,0.496687,0.000003,67,-0.346968,0,1,4253.347,82.941
s38584,co_wear_leveling,0.000000,combined,16,0.500000,713,0.693472,0.306528,33396819,0.493940,0.499056,0.000003,0.010357,0.498596,0.000002,59,-0.302367,0,0,5056.055,122.282
s38584,co_wear_leveling,0.000000,combined,16,0.550000,784,0.738009,0.261991,40379233,0.493940,0.498820,0.000003,0.009880,0.498402,0.000002,79,-0.257292,0,0,5924.190,122.874
s38584,co_wear_leveling,0.000000,combined,16,0.600000,856,0.783172,0.216828,48088018,0.493444,0.498199,0.000003,0.009637,0.497816,0.000003,70,-0.212340,0,0,6778.666,176.773
s38584,co_wear_leveling,0.000000,combined,16,0.650000,927,0.827332,0.172668,56512690,0.494464,0.500126,0.000005,0.011450,0.499818,0.000004,65,-0.173053,0,0,7662.599,171.617
s38584,co_wear_leveling,0.000000,combined,16,0.700000,998,0.868900,0.131100,65335757,0.493217,0.496730,0.000002,0.007123,0.496444,0.000002,122,-0.123362,1,1,8448.177,196.732
s38584,co_wear_leveling,0.000000,combined,16,0.750000,1070,0.911053,0.088947,75479316,0.495688,0.499016,0.000003,0.006714,0.498750,0.000003,96,-0.086447,1,1,9172.399,228.613
s38584,co_wear_leveling,0.000000,combined,16,0.800000,1141,0.949902,0.050098,85902679,0.496117,0.499753,0.000003,0.007329,0.499495,0.000003,43,-0.048830,1,1,9774.318,255.344
s38584,co_wear_leveling,0.000000,combined,16,0.850000,1212,0.984862,0.015138,96996250,0.496476,0.501098,0.000004,0.009310,0.500855,0.000004,39,-0.017832,0,0,10381.304,291.296
s38584,co_wear_leveling,0.000000,combined,16,0.900000,1283,0.994020,0.005980,108778367,0.496864,0.503349,0.000006,0.013052,0.503120,0.000006,61,-0.014306,0,0,10806.877,323.936
s38584,co_wear_leveling,0.000000,combined,16,0.950000,1355,0.997031,0.002969,121227192,0.496443,0.500641,0.000004,0.008455,0.500423,0.000004,274,-0.004578,1,1,11103.376,362.914
s38584,co_wear_leveling,0.000000,combined,16,1.000000,1426,1.000000,0.000000,134639443,0.497831,0.502151,0.000005,0.008679,0.501945,0.000005,257,-0.006596,1,1,11176.329,408.132
s38584,co_wear_leveling,0.250000,combined,16,0.050000,71,0.169824,0.830176,318373,0.474863,0.494970,0.000170,0.042343,0.491991,0.000123,12,-1.048784,0,1,52.551,2.038
s38584,co_wear_leveling,0.250000,combined,16,0.100000,143,0.251620,0.748380,1296848,0.476832,0.490667,0.000071,0.029015,0.489182,0.000061,26,-0.818720,1,1,225.708,5.140
